observation,0.591304347826087,0.4745762711864407,0.5833333333333334,0.4,0.6172839506172839
observation,0.591304347826087,0.4745762711864407,0.5833333333333334,0.4,0.6172839506172839
observation,0.6456140350877193,0.6756756756756757,0.6944444444444444,0.6578947368421053,0.6470588235294118
observation,0.6456140350877193,0.6756756756756757,0.6944444444444444,0.6578947368421053,0.6470588235294118
observation,0.6456140350877193,0.6756756756756757,0.6944444444444444,0.6578947368421053,0.6470588235294118
user-knn_embeddings,0.4835497835497835,0.4444444444444445,0.4666666666666667,0.42424242424242425,0.4852941176470588
observation,0.6456140350877193,0.6756756756756757,0.6944444444444444,0.6578947368421053,0.6470588235294118
observation,0.6307453416149068,0.5333333333333333,0.64,0.45714285714285713,0.654320987654321
user-knn_embeddings,0.5068627450980392,0.3728813559322034,0.3793103448275862,0.36666666666666664,0.5432098765432098
user-knn_relevance,0.59472049689441,0.4918032786885245,0.5769230769230769,0.42857142857142855,0.6172839506172839

observation,0.6456140350877193,0.6756756756756757,0.6944444444444444,0.6578947368421053,0.6470588235294118
user-knn_embeddings,0.4835497835497835,0.4444444444444445,0.4666666666666667,0.42424242424242425,0.4852941176470588
user-knn_relevance,0.5570175438596491,0.5230769230769231,0.6296296296296297,0.4473684210526316,0.5441176470588235
user-knn_classification_best_10,0.5333333333333333,0.5428571428571428,0.59375,0.5,0.5294117647058824
user-knn_classification_best_20,0.6263157894736842,0.6176470588235295,0.7,0.5526315789473685,0.6176470588235294
user-knn_classification_best_50,0.5570175438596491,0.5230769230769231,0.6296296296296297,0.4473684210526316,0.5441176470588235
item-knn_embeddings,0.7142857142857143,0.6,1.0,0.42857142857142855,0.5555555555555556
item-knn_relevance,0.6131578947368421,0.5970149253731344,0.6896551724137931,0.5263157894736842,0.6029411764705882
item-knn_classification_best_10,0.4412280701754386,0.38095238095238093,0.48,0.3157894736842105,0.4264705882352941
item-knn_classification_best_20,0.5570175438596491,0.5230769230769231,0.6296296296296297,0.4473684210526316,0.5441176470588235
item-knn_classification_best_50,0.6131578947368421,0.5970149253731344,0.6896551724137931,0.5263157894736842,0.6029411764705882
most-pop_embeddings,0,0,0,0,0
most-pop_relevance,0.513157894736842,0.547945205479452,0.5714285714285714,0.5263157894736842,0.5147058823529411
most-pop_classification_best_10,0.6464912280701754,0.6153846153846153,0.7407407407407407,0.5263157894736842,0.6323529411764706
most-pop_classification_best_20,0.5263157894736843,0.5675675675675677,0.5833333333333334,0.5526315789473685,0.5294117647058824
most-pop_classification_best_50,0.513157894736842,0.547945205479452,0.5714285714285714,0.5263157894736842,0.5147058823529411
bprmf_embeddings,0.561038961038961,0.5833333333333334,0.5384615384615384,0.6363636363636364,0.5588235294117647
bprmf_relevance,0.5192982456140351,0.5897435897435896,0.575,0.6052631578947368,0.5294117647058824
bprmf_classification_best_10,0.5605263157894737,0.5079365079365079,0.64,0.42105263157894735,0.5441176470588235
bprmf_classification_best_20,0.5859649122807018,0.6216216216216216,0.6388888888888888,0.6052631578947368,0.5882352941176471
bprmf_classification_best_50,0.5192982456140351,0.5897435897435896,0.575,0.6052631578947368,0.5294117647058824
neumf_embeddings,0,0,0,0,0
neumf_relevance,0.5701754385964912,0.5454545454545454,0.6428571428571429,0.47368421052631576,0.5588235294117647
neumf_classification_best_10,0.6201754385964913,0.5714285714285714,0.72,0.47368421052631576,0.6029411764705882
neumf_classification_best_20,0.5543859649122808,0.4482758620689655,0.65,0.34210526315789475,0.5294117647058824
neumf_classification_best_50,0.5701754385964912,0.5454545454545454,0.6428571428571429,0.47368421052631576,0.5588235294117647
wrmf_embeddings,0.49870129870129865,0.46874999999999994,0.4838709677419355,0.45454545454545453,0.5
wrmf_relevance,0.45438596491228067,0.40625000000000006,0.5,0.34210526315789475,0.4411764705882353
wrmf_classification_best_10,0.55,0.5507246376811595,0.6129032258064516,0.5,0.5441176470588235
wrmf_classification_best_20,0.5403508771929825,0.5151515151515151,0.6071428571428571,0.4473684210526316,0.5294117647058824
wrmf_classification_best_50,0.45438596491228067,0.40625000000000006,0.5,0.34210526315789475,0.4411764705882353
lightgcn_embeddings,0,0,0,0,0
lightgcn_relevance,0.5868421052631578,0.5538461538461538,0.6666666666666666,0.47368421052631576,0.5735294117647058
lightgcn_classification_best_10,0.5868421052631578,0.5538461538461538,0.6666666666666666,0.47368421052631576,0.5735294117647058
lightgcn_classification_best_20,0.5868421052631578,0.5538461538461538,0.6666666666666666,0.47368421052631576,0.5735294117647058
lightgcn_classification_best_50,0.5868421052631578,0.5538461538461538,0.6666666666666666,0.47368421052631576,0.5735294117647058
multidae_embeddings,0,0,0,0,0
multidae_relevance,0.6526315789473685,0.6571428571428571,0.71875,0.6052631578947368,0.6470588235294118
multidae_classification_best_10,0.5868421052631578,0.5538461538461538,0.6666666666666666,0.47368421052631576,0.5735294117647058
multidae_classification_best_20,0.3973684210526316,0.4225352112676056,0.45454545454545453,0.39473684210526316,0.39705882352941174
multidae_classification_best_50,0.6526315789473685,0.6571428571428571,0.71875,0.6052631578947368,0.6470588235294118
