user-knn_classification_best_10,0.07430195808410645,0.00019884109497070312
user-knn_classification_best_20,0.0736081600189209,0.00010228157043457031
user-knn_classification_best_50,0.09023427963256836,0.0001430511474609375
bprmf_classification_best_10,0.05565166473388672,8.916854858398438e-05
bprmf_classification_best_20,0.08039522171020508,0.00010609626770019531
bprmf_classification_best_50,0.10410475730895996,0.0001289844512939453
wrmf_classification_best_10,0.04552793502807617,9.226799011230469e-05
wrmf_classification_best_20,0.05634713172912598,0.00010085105895996094
wrmf_classification_best_50,0.07462000846862793,0.0001289844512939453
multidae_classification_best_10,0.044843196868896484,8.916854858398438e-05
multidae_classification_best_20,0.05777287483215332,0.00010013580322265625
multidae_classification_best_50,0.05978226661682129,0.00012969970703125
