model,nDCG
bprmf,0.16679532985352513
item_knn,0.343739397383525
lightgcn,0.001784224287714879
most_pop,0.17177234157054197
multidae,0.12177456495025783
neumf,0.13902151522210962
user_knn,0.31101587091537714
wrmf,0.2247219603810871
